RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3,RI:ICD3,PK3,RI:ICD3,RI,RI,RI,RI,RI,RI,RI,RI,RI,RI
Device or Header,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Stack Snapshot,Runtime BPs,SW BPs,PTG Support,App IO,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,Instruction Trace,PC Profiling,PC Sampling,FLP,Jump Trace
PIC18F66J50,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J50 using AC162087,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J55,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J55 using AC162087,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J60,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J60 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J65,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J65 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J93,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66J94,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66K22,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66K40,3,3,R/W,0,No,N/A,No,Yes,No,No,No,No,No,N/A,Yes,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC18F66K80,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F66K90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F6720,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F6722,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F6723,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F67J10,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J10 using AC162062,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J11,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J11 using AC162091,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J50,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J50 using AC162087,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J60,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J60 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J93,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67J94,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67K22,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F67K40,3,3,R/W,0,No,N/A,No,Yes,No,No,No,No,No,N/A,Yes,No,No,Yes,N/A,No,No,No,No,No,No,No,No,No,No
PIC18F67K90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F8310,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,No,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8390,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,No,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8393,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,No,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F83J11,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F83J11 using AC162079,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F83J90,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F83J90 using AC162079,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F8410,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,No,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8490,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,No,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8493,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,No,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F84J11,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F84J11 using AC162079,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F84J90,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F84J90 using AC162079,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F8520,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8525,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8527,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8585,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F85J10,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J10 using AC162062,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J11,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J11 using AC162079,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J15,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J15 using AC162062,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J50,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J50 using AC162087,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J90,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J90 using AC162079,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85J94,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85K22,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F85K90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F8620,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8621,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8622,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8627,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8628,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8680,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F86J10,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J10 using AC162062,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J11,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J11 using AC162091,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J15,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J15 using AC162062,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J16,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J16 using AC162091,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J50,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J50 using AC162087,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J55,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J55 using AC162087,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J60,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J60 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J65,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J65 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J72,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J93,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86J94,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86K22,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F86K90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F8720,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8722,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F8723,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18F87J10,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J10 using AC162062,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J11,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J11 using AC162091,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J50,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J50 using AC162087,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J60,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J60 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J72,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J93,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87J94,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87K22,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F87K90,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F95J94,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F96J60,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F96J60 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F96J65,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F96J65 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F96J94,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F97J60,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F97J60 using AC162064,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18F97J94,5,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,1,1,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF1220,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,No,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18LF1230,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,No,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF1230 using AC162078,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF1320,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,No,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18LF1330,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,No,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF1330 using AC162078,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF13K22,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,No,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF13K22 using AC244034,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF13K50 using AC244024,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF14K22,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,No,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF14K22 using AC244034,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF14K50 using AC244024,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
PIC18LF2220,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18LF2221,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18LF2320,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18LF2321,3,3,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18LF2331,1,1,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,Yes,N/A,No,No,No,Yes,Yes,No,No,No,No,No
PIC18LF23K22,3,5,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,N/A,5,5,Yes,Yes,Yes,No,No,No,Yes,No
